uid,cls
783836768,0.675921470492
3064065145,0.124115015983
25568299,0.370717371825
19238906,0.990893351779
4187257341,0.747757887738
1487570167,0.924065793116
2537744534,0.379929379666
125106411,0.958707726911
16999854,0.998283470305
17358504,0.992494882625
35139443,0.982311459166
2396367234,0.276223320216
21122957,0.871793009761
60837794,0.923922653537
17350532,0.478746228781
1403732101,0.786447336424
111857815,0.923248198119
2730222890,0.998318816722
291879347,0.00663932659082
3065897231,0.813820002561
212137230,0.990092330776
20881065,0.812555382871
512780757,0.998530538695
830302556,0.98065154069
227787605,0.37947862134
2877215733,0.999998621397
2247717487,0.99958381809
21123098,0.0235662030436
2842950429,0.999989596949
3462698472,0.75131645992
2434527313,0.218457347426
118193682,0.594628943689
619468116,0.104030754802
90002008,0.847298631295
43001050,0.964070191939
2388815400,0.988081963105
2183764969,0.989294580147
2731703780,0.799164891015
351063028,0.813820002561
1261903566,0.813820002561
259936381,0.0731013058005
396048824,0.996714247947
321594453,0.708551896509
2478841038,0.781752463532
18382998,0.00378810417287
1455840721,0.577668531189
155132335,0.152239706871
3431589891,0.841277393055
19636058,0.999999295073
3322658109,0.813820002561
2612505888,0.989005480323
26566117,0.813820002561
184299933,0.976670691159
50782880,0.935357977464
1449726048,0.00299729446756
1839646165,0.999985925654
1942733947,1.15858809094e-13
763435751937830912,0.711147385203
3148789382,0.525526075858
18732595,0.892874931881
748669315486883840,0.88705107401
513564726,0.257853126248
2687456400,0.813820002561
208252062,0.999975033406
739133063515365376,0.0710048275992
246415716,0.460884672411
17108553,0.999384615664
6703212,0.998935234197
2810037368,0.999415246432
14411190,1.0
1323112933,0.99998034231
39647359,0.999041399184
434676278,0.0414241171061
257225604,0.724750953159
304861372,0.999999999921
2247139207,0.657597959045
572422260,0.0162877211409
2308969400,0.99999999991
962789539,0.106766809263
735603874417938434,0.615925370493
131989934,0.842139103058
315509582,0.999476655623
58353613,0.297275601106
1546974656,0.999999893725
749686272579428353,0.345077832979
193185941,0.034670872034
15190857,0.876984974584
17756195,0.981194000347
602200375,0.989118860198
88679386,0.0292917204093
1674744967,0.0877290554279
1071486607,0.778445750253
3074190323,0.999992083328
709093222341980160,0.282252353721
1670734141,0.74293728874
181182783,0.948336712042
182616130,0.928684373793
2149747160,0.796686909375
394582546,0.999999953089
3665745497,0.99817154015
2998016242,0.802279160714
1578562770,0.999799946055
760103091580665856,0.707119859818
2177693665,0.00308443675969
3036036389,0.813820002561
797148560,0.124093192887
3401610994,0.813820002561
90447206,0.943315078228
41013856,0.575202702567
2598668917,0.999404667301
312591277,0.455159221665
18302779,0.986020107117
728547380761501696,0.369979791385
2842384482,0.813820002561
704380756072607744,0.87631854628
16401090,0.999993562463
1093428416,0.931903598909
192700508,0.581398291995
3228910307,0.947016241003
702709923701002240,0.263784463725
3303414113,0.944131130001
2712696999,0.997288610948
1970326891,0.813820002561
762491273764667398,0.64844744076
903585026,0.664696895968
515530584,0.913775654763
18542533,0.223784597686
350063679,0.986432526842
57721764,0.99962463943
34095646,0.956631068172
322449680,0.775000440504
28007445,0.986582182415
255797817,0.990987131741
1180122894,0.68495696047
462362715,0.0122495354722
713195014226968576,0.755478048097
3341374872,0.995875706813
3054535009,0.999999991198
748972027587858432,0.502932453713
354454666,0.651338851054
21142500,0.189652479285
1520839758,0.460802651477
2603344777,0.991140412458
2472407704,0.805023231023
735190070102216705,0.35583669426
253800985,0.998569028035
26873441,0.97036072604
3371982744,0.999999999963
26593115,0.999965517889
696374606458986496,0.251194050038
4722814103,0.00710198746424
485662927,0.927001077411
766603772713992192,0.763940164699
3941315718,0.10423679025
3219544890,0.678715048927
345112065,0.582544479684
199343831,0.999936272597
420112221,0.791492910436
711425714919084036,0.095468253156
842648402,0.813820002561
3307498525,0.930457734117
4512705677,0.988021470332
4574019075,0.813820002561
389528617,0.813820002561
1661279869,0.550111104862
944282263,0.999991890555
143207585,0.99979917235
258758996,0.0435162449137
703204400353964032,0.588220549972
325702047,0.0251519823487
287310360,0.543018970344
4153516823,0.995237990784
3391680893,0.175907527148
243208668,0.869530220324
709234809936203776,0.493568900414
295727137,0.353925842474
627093902,1.56458634263e-06
157584905,0.346525955365
1021644103,0.999987470198
3427922087,0.999999971446
172498731,0.936381993572
1220986278,0.0765906890788
2904005992,0.999983145466
130964264,2.29352099421e-21
138236592,0.0059090562256
38424077,0.813820002561
230103508,0.993064887704
75974260,0.958153380243
752134848492539905,0.0437140073539
160019620,0.168338139513
546162406,0.999017781194
3320708281,0.999999827564
313420384,0.9718401125
1123215325,0.879423617938
2191188842,0.999999999928
449123337,0.813820002561
3407347630,0.787811370169
45483298,0.200494669736
257345787,0.910961583271
19578308,0.272391841057
61048036,0.873532878112
190117171,0.813820002561
745436057089413122,0.808968277274
103462191,0.999998416892
17023049,0.344274574675
2199362023,0.963384834786
33892144,0.138553618477
266249753,0.846895311833
765103727808086016,0.391209966111
2870699914,0.39721177407
521946169,1.33802870677e-06
250820008,0.871798339736
755089743797428225,0.403154838101
3078256288,0.986762793152
22328001,0.999909668308
372065527,0.991266932812
233066204,0.0473054289807
4823193333,0.775968905189
53722345,0.999998485129
1338069978,0.470081355703
23247050,0.999997457736
613629503,0.818363851921
752910397489999872,0.562759688914
54725646,0.217531811852
3235358144,0.873966859027
35854184,0.999960086481
758217917485846530,0.926974558717
2796068560,0.815864581809
769032841,0.00232630426422
966632690,0.813820002561
1017888036,1.0
366512018,0.152267912047
20298292,0.807063788179
110610806,0.999928316959
3331264479,0.869976541652
3001588234,0.975326161914
170946345,0.518517843621
2570219694,0.691056698613
196553866,0.994142155111
3320149361,0.999997461805
288356254,0.885368890743
2587979840,0.728966604677
525167971,0.99999999264
2179032222,0.940218077967
1891241,0.999999591854
15102468,0.732985401315
2449767427,0.813820002561
2523322556,0.99987988765
66337549,0.734542633626
1971160087,0.813820002561
3091493685,0.813820002561
125467653,0.00646954471286
1043247924,0.983480282878
28117898,0.561424589844
2976014469,0.999999845381
127384120,0.84080868733
632957416,2.02122105747e-21
42513476,0.80093121616
84521826,0.963988328174
759926406,0.813820002561
3252662579,1.0
1281452935,0.949751091189
